,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes
2513,New Freeze Land,['Quick Bites'],https://www.zomato.com/ahmedabad/new-freeze-land-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Silicon Tower, Behind Samartheshwar Mahadev Mandir, C G Road, Ahmedabad",Ahmedabad,C G Road,380006,"C G Road, Ahmedabad","Fast Food, Beverages",10:30 AM to 11 PM,500,2,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.2,Very Good,876
2514,Buttercupp,['Dessert Parlour'],https://www.zomato.com/ahmedabad/buttercupp-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Advait Mall, Sandesh Press Road, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,380054,"Vastrapur, Ahmedabad","Desserts, Bakery",2PM to 8PM (Mon-Sun),300,1,"['Cash', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned']",4.9,Excellent,1455
2515,Little French House,['Café'],https://www.zomato.com/ahmedabad/little-french-house-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Citizen Arena, Opposite Nidhi Hospital, Near Stadium Circle, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Cafe,11 AM to 11 PM,1000,3,"['Dinner', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Serves Jain Food', 'Digital Payments Accepted', 'Pure Veg']",4.3,Very Good,406
2516,KFC,['Quick Bites'],https://www.zomato.com/ahmedabad/kfc-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, 3rd Eye Building 2, Near Panchvati Circle, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad","Burger, Fast Food",11 AM to 11 PM (Mon-Sun),450,2,"['Cash', 'No Alcohol Available', 'Credit Card', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Digital Payments Accepted', 'Indoor Seating', 'Free Parking']",3.9,Good,768
2517,Havmor Restaurant,['Casual Dining'],https://www.zomato.com/ahmedabad/havmor-restaurant-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13, Shivalik Arcade, Near 100 Ft Ring Road, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,0,"Prahlad Nagar, Ahmedabad","North Indian, Fast Food",12 Noon to 11 PM,700,2,"['Lunch', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.1,Very Good,462
2518,Burger King,['Quick Bites'],https://www.zomato.com/ahmedabad/burger-king-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Himalaya Mall, Drive-in-Road, Gurukul, Ahmedabad",Ahmedabad,Gurukul,,"Gurukul, Ahmedabad","Burger, Fast Food, Beverages",8 AM to 11 PM,500,2,"['Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Indoor Seating', 'Axis Bank - Dining Delights']",3.9,Good,932
2519,Jassi De Parathe,['Casual Dining'],https://www.zomato.com/ahmedabad/jassi-de-parathe-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"107, Safal Pegasus, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Ahmedabad,"Safal Pegasus, Prahlad Nagar",0,"Safal Pegasus, Prahlad Nagar, Ahmedabad",North Indian,11am – 11:30pm (Mon-Sun),650,2,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg', 'Rooftop', 'Air Conditioned']",4.5,Excellent,1949
2520,Yash's SBR,['Casual Dining'],https://www.zomato.com/ahmedabad/yashs-sbr-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 1, Ground floor, Silver Radiance, Pakwan Cross Roads, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,3800054,"Bodakdev, Ahmedabad","Italian, Continental","11am – 11:30pm (Mon-Sat),11am – 12midnight (Sun)",1100,3,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Table booking recommended']",4.0,Very Good,408
2521,Falashin Juices & Dishes,['Quick Bites'],https://www.zomato.com/ahmedabad/falashin-juices-dishes-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6, Arista, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380059,"Bodakdev, Ahmedabad","Healthy Food, Beverages, Italian",11am – 12midnight (Mon-Sun),650,2,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Pure Veg']",4.5,Excellent,642
2522,RP's Pizzeria,['Casual Dining'],https://www.zomato.com/ahmedabad/rps-pizzeria-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, Ground Floor, Axiom 2, SP Ring Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Pizza, Italian",11 AM to 11 PM,550,2,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.4,Very Good,1071
2523,Shakti - The Sandwich Shop,['Quick Bites'],https://www.zomato.com/ahmedabad/shakti-the-sandwich-shop-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 2, Aaryan Work Spaces, St Xaviers College, Corner Road, Gulbai Tekra, Ahmedabad",Ahmedabad,"Aryan Work Spaces, Gulbai tekra",,"Aryan Work Spaces, Gulbai tekra, Ahmedabad","Fast Food, Sandwich",11 AM to 3 AM,500,2,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Free Parking', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.2,Very Good,820
2524,McDonald's,['Quick Bites'],https://www.zomato.com/ahmedabad/mcdonalds-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Himalaya Mall, Next to Indraprasth Towers, Drive-In Road, Gurukul, Ahmedabad",Ahmedabad,"Himalaya Mall, Gurukul",0,"Himalaya Mall, Gurukul, Ahmedabad","Burger, Fast Food",9 AM to 1 AM,500,2,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Mall Parking', 'Takeaway Available', 'Breakfast', 'Sodexo', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi']",4.0,Very Good,697
