,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes
1272,Icecream_Softy,['Beverage Shop'],https://www.zomato.com/ahmedabad/icecream-softy-1-sarkhej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10/1, Farha Duplex, Juhapura, Opposite Al Amin Soceity, Sarkhej, Ahmedabad",Ahmedabad,Sarkhej,380055,"Sarkhej, Ahmedabad",Beverages,10am – 9:10pm (Mon-Sun),150,1,"['Takeaway Available', 'No Seating Available', 'Cash', 'Delivery', 'Digital Payments Accepted']",0.0,Not rated,1
1273,Juice It Up,['Beverage Shop'],https://www.zomato.com/ahmedabad/juice-it-up-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Delicious Food Network, Near Zydus Cross Road, Next to Intas Company, Near Sola Bridge, Thaltej, Ahmedabad",Ahmedabad,Thaltej,,"Thaltej, Ahmedabad","Beverages, Juices",4 PM to 1 AM,300,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted']",3.1,Average,5
1274,Madhushala House of Juices and Shakes,['Beverage Shop'],https://www.zomato.com/ahmedabad/madhushala-house-of-juices-and-shakes-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sardar Patel Ring Road, Near Bopal Fly Over Bridge, Ambli",Ahmedabad,Bopal,,"Bopal, Ahmedabad",Beverages,10 AM to 10 PM,350,2,"['No Seating Available', 'Cash', 'No Alcohol Available', 'Takeaway Available']",0.0,Not rated,3
1275,Boston Shakes,['Beverage Shop'],https://www.zomato.com/ahmedabad/boston-shakes-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 12, First Floor, Jay Firth Avenue, Opposite Pruthvi Tower, Near Karnavati Complex, Prernatirth Road, Jodhpur, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Beverages,11 AM to 11 PM,300,1,"['Cash', 'Takeaway Available', 'Indoor Seating']",2.9,Average,4
1276,The Waffle World,['Dessert Parlour'],https://www.zomato.com/ahmedabad/the-waffle-world-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8, Auda Garden Strip, Near GNFC Info Tower & Momoman, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380054,"Bodakdev, Ahmedabad","Desserts, Beverages",11 AM to 12 Midnight,350,2,"['No Seating Available', 'Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Desserts and Bakes', 'Free Wifi']",3.1,Average,6
1277,Krishna Fruit Juice Bar,['Beverage Shop'],https://www.zomato.com/ahmedabad/krishna-fruit-juice-bar-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"15, Ashirwad Complex, Opposite Shalby Hospital, Haridarshan Cross Road, Naroda, Ahmedabad",Ahmedabad,Naroda,,"Naroda, Ahmedabad","Beverages, Juices",9 AM to 11 PM,150,1,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']",3.0,Average,4
1278,Two Hand Milk Shake & Juice,['Beverage Shop'],https://www.zomato.com/ahmedabad/two-hand-milk-shake-juice-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 3, Raghunath Society, Opposite Maruti Plaza, Krishna Nagar, Naroda, Ahmedabad",Ahmedabad,Naroda,,"Naroda, Ahmedabad","Beverages, Juices",10:30 AM to 12 Midnight,200,1,"['Takeaway Available', 'Cash']",3.1,Average,4
1279,Fruitroot,['Beverage Shop'],https://www.zomato.com/ahmedabad/fruitroot-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Karnavati Club Road, Mumatpura, Between YMCA Club And Ring Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad",Beverages,"10am – 10pm (Mon-Fri),10am – 12midnight (Sat), (Sun)",400,2,"['Cash', 'Takeaway Available', 'Indoor Seating']",0.0,Not rated,1
1280,O-Juice,['Beverage Shop'],https://www.zomato.com/ahmedabad/o-juice-ambavadi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ahmedabad Central Mall, Ambawadi Circle, Near Ambavadi, Ahmedabad",Ahmedabad,Ambavadi,,"Ambavadi, Ahmedabad","Beverages, Juices",11 AM to 11 PM,150,1,"['No Seating Available', 'Takeaway Available', 'Cash', 'Digital Payments Accepted']",3.1,Average,5
1281,Shree Krishna Diary,['Beverage Shop'],https://www.zomato.com/ahmedabad/shree-krishna-diary-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Margi Appartment, Old High Court, Near Railway Crossing, Memnagar, Ahmedabad",Ahmedabad,Memnagar,,"Memnagar, Ahmedabad","Beverages, Ice Cream",11 AM to 11 PM,200,1,"['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating']",3.1,Average,5
1282,Sai Juice,['Beverage Shop'],https://www.zomato.com/ahmedabad/sai-juice-hansol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 1, Shiv Sai Complex, Near Saibaba Temple, Sardarnagar, Hansol, Ahmedabad",Ahmedabad,Hansol,,"Hansol, Ahmedabad",Beverages,9 AM to 9 PM,200,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0.0,Not rated,2
1283,Ice Studio,['Beverage Shop'],https://www.zomato.com/ahmedabad/ice-studio-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",Beverages,7 PM to 12 Midnight,200,1,"['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0.0,Not rated,1
1284,Casavida,['Beverage Shop'],https://www.zomato.com/ahmedabad/casavida-naranpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19, Abhimanyu Complex, Opposite Shradhadeep Complex, Ankur Road, Ranna Park, Shastrinagar, Naranpura, Ahmedabad",Ahmedabad,Naranpura,380013,"Naranpura, Ahmedabad",Juices,10 AM to 11 PM,200,1,"['Takeaway Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",3.0,Average,4
1285,Coffeeos,['Beverage Shop'],https://www.zomato.com/ahmedabad/coffeeos-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-8, Jugal Apartment, Near L.J. College, Opposite Octroi Naka, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad","Beverages, Sandwich",11 AM to 11 PM,150,1,"['No Seating Available', 'Cash', 'Takeaway Available']",0.0,Not rated,1
1286,Refresh Mocktail,['Beverage Shop'],https://www.zomato.com/ahmedabad/refresh-mocktail-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ahmedabad Food Truck Park, Opposite Karnavati Club, S.G. Highway, Ramdevnagar, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad","Juices, Ice Cream",6 PM to 12 Midnight,300,1,"['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0.0,Not rated,1
1287,Jabun Street,['Beverage Shop'],https://www.zomato.com/ahmedabad/jabun-street-nikol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"17, Baugban Food Court, Opposite Galaxy Business Park, S P Ring Road, Nikol, Ahmedabad",Ahmedabad,"Baugban Food Court, Nikol",,"Baugban Food Court, Nikol, Ahmedabad",Beverages,"6 PM – 12 Midnight, 12 Midnight – 1 AM",200,1,"['Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted']",0.0,Not rated,1
1288,Mocktail Soda,['Beverage Shop'],https://www.zomato.com/ahmedabad/mocktail-soda-ellis-bridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lokmanya Tilak Baug, Victoria Garden, Ellis Bridge, Ahmedabad",Ahmedabad,Ellis Bridge,,"Ellis Bridge, Ahmedabad",Beverages,6 PM to 11 PM,200,1,"['No Seating Available', 'Delivery', 'Cash', 'Takeaway Available', 'Digital Payments Accepted']",0.0,Not rated,1
1289,Juicewale,['Beverage Shop'],https://www.zomato.com/ahmedabad/juicewale-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"H 2, Titanium City Centre, Near Sachin Tower, Anandnagar, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad","Juices, Beverages",10:30 AM to 12 Midnight,300,1,"['Takeaway Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,2
1290,Jain Dairy,['Beverage Shop'],https://www.zomato.com/ahmedabad/jain-dairy-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GF-2, Narayankrupa CO.O.HA.SO, Opposite Prernatirth Derasar, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad",Beverages,8 AM to 11 PM,200,1,"['Standing Tables', 'Takeaway Available', 'Cash', 'Air Conditioned']",0.0,Not rated,1
1291,Jump 4 Juice,['Beverage Shop'],https://www.zomato.com/ahmedabad/jump-4-juice-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"26, Bhudev's Arena, Narayan Bunglows, Thaltej, Ahmedabad",Ahmedabad,Thaltej,,"Thaltej, Ahmedabad",Juices,6 PM to 11 PM,350,2,"['Cash', 'No Alcohol Available', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg']",0.0,Not rated,3
1292,Shriji Lassi,['Beverage Shop'],https://www.zomato.com/ahmedabad/shriji-lassi-rakhial?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ajit Vijay Complex, Ajit Mill Cross Road, Rakhial, Ahmedabad",Ahmedabad,Rakhial,0,"Rakhial, Ahmedabad","Beverages, Ice Cream",12 Noon to 10 PM,100,1,"['No Seating Available', 'Cash', 'Takeaway Available', 'Pure Veg', 'Desserts and Bakes']",0.0,Not rated,3
1293,Shiv Food Service,['Bhojanalya'],https://www.zomato.com/ahmedabad/shiv-food-service-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Smruti Complex, Behind Reliance Jewels, Opposite Payal Flats, Mansi Circle, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",Gujarati,8 AM to 10:30 PM,250,1,"['Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Pure Veg', 'Indoor Seating']",3.6,Good,179
1294,Maharishi Dhaba,['Bhojanalya'],https://www.zomato.com/ahmedabad/maharishi-dhaba-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 4, New York Tower B, Jain Derasar, Near Thaltej Chowkdi, Thaltej, Ahmedabad",Ahmedabad,Thaltej,0,"Thaltej, Ahmedabad","North Indian, Chinese","11:30am – 3pm, 6:30pm – 11pm (Mon-Sat),11am – 3pm, 6:30pm – 11pm (Sun)",350,2,"['Cash', 'Debit Card', 'Lunch', 'Dinner', 'Takeaway Available', 'Credit Card', 'Digital Payments Accepted', 'Pure Veg', 'Free Parking', 'Air Conditioned', 'Indoor Seating']",3.8,Good,124
1295,House Of Food,['Bhojanalya'],https://www.zomato.com/ahmedabad/house-of-food-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Shop Alankar Complex, Near Old Railway Crossing, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,380008,"Mani Nagar, Ahmedabad","North Indian, Fast Food","11 AM to 11:30 PM (Mon-Fri), 11 AM to 12 Midnight (Sat-Sun)",400,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",3.5,Good,53
1296,Rekhaben Kathiyawadi Food,['Bhojanalya'],https://www.zomato.com/ahmedabad/rekhaben-kathiyawadi-food-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Premchand Nagar, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",North Indian,11 AM to 10 PM,300,1,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",3.6,Good,38
1297,Shree Varudi Khodiyar,['Bhojanalya'],https://www.zomato.com/ahmedabad/shree-varudi-khodiyar-gota?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sarkhej Gandhinagar Highways, Gota, Ahmedabad",Ahmedabad,Gota,,"Gota, Ahmedabad","Gujarati, North Indian","10 AM to 3:30 PM, 7:30 PM to 11 PM",250,1,"['Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Indoor Seating']",3.3,Average,39
1298,Rashi's Kitchen,['Bhojanalya'],https://www.zomato.com/ahmedabad/rashis-kitchen-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"New York Tower, Near Ford Showroom, Thaltej Cross Roads, Thaltej, Ahmedabad",Ahmedabad,Thaltej,,"Thaltej, Ahmedabad","North Indian, Gujarati","10:30 AM to 3 PM, 7:30 PM to 10:30 PM",300,1,"['No Alcohol Available', 'Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Delivery', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating', 'Free Parking']",3.3,Average,14
1299,Rajputana Handi,['Bhojanalya'],https://www.zomato.com/ahmedabad/rajputana-handi-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"sutar karkhana teen rasta, nr gangotri hotel, galaxy road, naroda, ahmedabad.",Ahmedabad,Naroda,,"Naroda, Ahmedabad","Biryani, Roast Chicken","11 AM to 3 PM, 7 PM to 11:30 PM",400,2,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted']",3.2,Average,10
1300,Shiv Om Food Centre,['Bhojanalya'],https://www.zomato.com/ahmedabad/shiv-om-food-centre-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7, Sarjan Arked, Near Satyam Complex, Science City Road, Sola, Ahmedabad",Ahmedabad,Sola,,"Sola, Ahmedabad","Gujarati, North Indian","11 AM to 3 PM, 7 PM to 11 PM",400,2,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']",3.3,Average,11
1301,Jayshree Bholenath Center,['Bhojanalya'],https://www.zomato.com/ahmedabad/jayshree-bholenath-center-chandlodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop no GF-4, Satva Elegance, Near Silver Star mall, Gota cross road, Chandlodia, Ahmedabad",Ahmedabad,Chandlodia,,"Chandlodia, Ahmedabad","North Indian, Gujarati",11 AM to 11 PM,350,2,"['Cash', 'Dinner', 'Takeaway Available', 'Lunch', 'Indoor Seating']",3.1,Average,4
1302,Shri Ashapura Bhojnalay,['Bhojanalya'],https://www.zomato.com/ahmedabad/shri-ashapura-bhojnalay-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Ashmi Shopping Centre, Opposite Memnagar Fire Station, Memnagar, Ahmedabad",Ahmedabad,Memnagar,,"Memnagar, Ahmedabad",North Indian,"11 AM to 3 PM, 7 PM to 11 PM",200,1,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",3.1,Average,10
1303,Shree Ganesh Gujarati Thali,['Bhojanalya'],https://www.zomato.com/ahmedabad/shree-ganesh-gujarati-thali-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sahjanand Complex, Opposite Bhaikaka Nagar Bus Stop, Thaltej, Ahmedabad",Ahmedabad,Thaltej,,"Thaltej, Ahmedabad",Gujarati,"11 AM to 3 PM, 7 PM to 10 PM",120,1,"['Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Free Parking', 'Indoor Seating', 'Pure Veg']",2.9,Average,6
1304,Gokul Bhojanalya,['Bhojanalya'],https://www.zomato.com/ahmedabad/gokul-bhojanalya-hansol?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 1, New Anand Shopping Center, Near Hotel Kabir Residency, Sardar Nagar, Hansol, Ahmedabad",Ahmedabad,Hansol,,"Hansol, Ahmedabad",North Indian,"11 AM to 3 PM, 7:30 PM to 10:30 PM",200,1,"['Lunch', 'Breakfast', 'Takeaway Available', 'Cash', 'Dinner', 'Indoor Seating']",2.9,Average,4
1305,Vasant Bahar Bhojnalay,['Bhojanalya'],https://www.zomato.com/ahmedabad/vasant-bahar-bhojnalay-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"26,  Buchiya Mahadev Chowl, Near Anupam Cinema Khokra Road, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad",North Indian,11 AM to 11 PM,150,1,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",3.0,Average,4
1306,Shudh Vaishno Bhojnalay,['Bhojanalya'],https://www.zomato.com/ahmedabad/shudh-vaishno-bhojnalay-kalupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kalupur Railway Station, Kalupur, Ahmedabad",Ahmedabad,Kalupur,0,"Kalupur, Ahmedabad",North Indian,5 AM to 11 PM,200,1,"['Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']",0.0,Not rated,3
1307,Jay Ambe Bhojnalaya,['Bhojanalya'],https://www.zomato.com/ahmedabad/jay-ambe-bhojnalaya-vatva?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"L-404, Narolgam, Vatva, Ahmedabad",Ahmedabad,Vatva,,"Vatva, Ahmedabad",North Indian,"11 AM to 4 PM, 7 PM to 11 PM",200,1,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,1
1308,Aashirwad Bhojnalay,['Bhojanalya'],https://www.zomato.com/ahmedabad/aashirwad-bhojnalay-ashram-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Bank Of Baroda, Usmanpura, Ashram Road, Ahmedabad",Ahmedabad,Ashram Road,,"Ashram Road, Ahmedabad","Gujarati, North Indian","10:30 AM to 3 PM, 6:30 PM to 11 PM",400,2,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg']",0.0,Not rated,2
1309,Jalaram Kathyavadi Parotha House,['Bhojanalya'],https://www.zomato.com/ahmedabad/jalaram-kathyavadi-parotha-house-gota?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Bhagvat Petrol Pump, S.G Highway, Gota, Ahmedabad",Ahmedabad,Gota,,"Gota, Ahmedabad",Gujarati,11 AM to 10 PM,300,1,"['Delivery', 'Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'Indoor Seating']",0.0,Not rated,2
1310,Shreeji Restaurant,['Bhojanalya'],https://www.zomato.com/ahmedabad/shreeji-restaurant-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No: 34, Kabir Enclave, Bopal Ghuma Road, Opposite Homeopathy College",Ahmedabad,Bopal,,"Bopal, Ahmedabad",Gujarati,"12 Noon to 3 PM, 7 PM to 10 PM",250,1,"['Takeaway Available', 'Dinner', 'Cash', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,2
1311,Gayatri Bhavan Restaurant,['Bhojanalya'],https://www.zomato.com/ahmedabad/gayatri-bhavan-restaurant-astodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"24 -26, Hub Town, St Depo, Geeta Mandir Road, Astodia, Ahmedabad",Ahmedabad,Astodia,,"Astodia, Ahmedabad",Gujarati,11 AM to 11 PM,200,1,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",0.0,Not rated,2
1312,Bhiravnath Bojanalaya,['Bhojanalya'],https://www.zomato.com/ahmedabad/bhiravnath-bojanalaya-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Alankar Complex, Near Punjab National Bank, Maninagar Railway Crrossing Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad",North Indian,"10 AM to 3:30 PM, 6 PM to 11:30 PM",300,1,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,2
1313,Shree Ram Bhojnalay,['Bhojanalya'],https://www.zomato.com/ahmedabad/shree-ram-bhojnalay-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"14/5/1 G/2/1 Nandi Appartment Opp Doon High Scgool  Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad",North Indian,11 AM to 11 PM,250,1,"['Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Pure Veg', 'Indoor Seating']",0.0,Not rated,2
1314,Bheravanath Dalbati,['Bhojanalya'],https://www.zomato.com/ahmedabad/bheravanath-dalbati-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 2, Akashdeep Shopping, Omkar Cross Road, Near Memco Overbridge, Naroda, Ahmedabad",Ahmedabad,Naroda,,"Naroda, Ahmedabad","Rajasthani, North Indian, Gujarati","10 AM to 4 PM, 6:30 PM to 11 PM",200,1,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,1
1315,Shankar Bhojnalay,['Bhojanalya'],https://www.zomato.com/ahmedabad/shankar-bhojnalay-kalupur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kalupur Railway Station, Kalupur, Ahmedabad",Ahmedabad,Kalupur,0,"Kalupur, Ahmedabad",North Indian,7:30 AM to 11 PM,200,1,"['Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']",0.0,Not rated,1
1316,Rajasthan Bhojnalaya,['Bhojanalya'],https://www.zomato.com/ahmedabad/rajasthan-bhojnalaya-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"New Year Memco Overbridge, Naroda, Ahmedabad",Ahmedabad,Naroda,,"Naroda, Ahmedabad","Gujarati, Rajasthani","11 AM to 4 PM, 7 PM to 11 PM",200,1,"['Dinner', 'Takeaway Available', 'Cash', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,1
1317,Jalaram Parotha House,['Bhojanalya'],https://www.zomato.com/ahmedabad/jalaram-parotha-house-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop Number 5, Viraj Chandra Complex, Near Haridarshan Cross Road, Naroda, Ahmedabad",Ahmedabad,Naroda,,"Naroda, Ahmedabad","North Indian, Gujarati","11 AM to 3 PM, 6:30 PM to 11 PM",450,2,"['Takeaway Available', 'Dinner', 'Cash', 'Lunch', 'Indoor Seating', 'Outdoor Seating']",0.0,Not rated,0
1318,Chamunda Dal Bati,['Bhojanalya'],https://www.zomato.com/ahmedabad/chamunda-dal-bati-odhav?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13, Nilkanth Avenue, S P Ring Road, Odhav, Ahmedabad",Ahmedabad,Odhav,,"Odhav, Ahmedabad",Rajasthani,11 AM to 11 PM,300,1,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,0
1319,Rangoli Bhojnalaya,['Bhojanalya'],https://www.zomato.com/ahmedabad/rangoli-bhojnalaya-astodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"28 B, Block Hub Town, St Stand, Geeta Mandir, Astodia, Ahmedabad",Ahmedabad,Astodia,,"Astodia, Ahmedabad","Chinese, Gujarati, South Indian",8 AM to 10:30 PM,200,1,"['Lunch', 'Cash', 'Dinner', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Serves Jain Food', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,0
